STABBR,COSTT4_A,ADM_RATE,UNITID,CONTROL,Year,STABBR_2,COSTT4_A_2,ADM_RATE_2,CONTROL_2,Year_2,STABBR_3,COSTT4_A_3,ADM_RATE_3,CONTROL_3,Year_3,STABBR_4,COSTT4_A_4,ADM_RATE_4,CONTROL_4,Year_4,STABBR_5,COSTT4_A_5,ADM_RATE_5,CONTROL_5,Year_5,STABBR_6,COSTT4_A_6,ADM_RATE_6,CONTROL_6,Year_6,STABBR_7,COSTT4_A_7,ADM_RATE_7,CONTROL_7,Year_7,STABBR_8,COSTT4_A_8,ADM_RATE_8,CONTROL_8,Year_8,STABBR_9,COSTT4_A_9,ADM_RATE_9,CONTROL_9,Year_9,STABBR_10,COSTT4_A_10,ADM_RATE_10,CONTROL_10,Year_10,STABBR_11,COSTT4_A_11,ADM_RATE_11,CONTROL_11,Year_11,STABBR_12,COSTT4_A_12,ADM_RATE_12,CONTROL_12,Year_12,STABBR_13,COSTT4_A_13,ADM_RATE_13,CONTROL_13,Year_13,STABBR_14,COSTT4_A_14,ADM_RATE_14,CONTROL_14,Year_14,STABBR_15,COSTT4_A_15,ADM_RATE_15,CONTROL_15,Year_15,STABBR_16,COSTT4_A_16,ADM_RATE_16,CONTROL_16,Year_16,STABBR_17,COSTT4_A_17,ADM_RATE_17,CONTROL_17,Year_17,STABBR_18,COSTT4_A_18,ADM_RATE_18,CONTROL_18,Year_18,STABBR_19,COSTT4_A_19,ADM_RATE_19,CONTROL_19,Year_19,STABBR_20,COSTT4_A_20,ADM_RATE_20,CONTROL_20,Year_20,STABBR_21,COSTT4_A_21,ADM_RATE_21,CONTROL_21,Year_21,STABBR_22,COSTT4_A_22,ADM_RATE_22,CONTROL_22,Year_22,STABBR_23,COSTT4_A_23,ADM_RATE_23,CONTROL_23,Year_23,STABBR_24,COSTT4_A_24,ADM_RATE_24,CONTROL_24,Year_24,STABBR_25,COSTT4_A_25,ADM_RATE_25,CONTROL_25,Year_25,STABBR_26,COSTT4_A_26,ADM_RATE_26,CONTROL_26,Year_26,STABBR_27,COSTT4_A_27,ADM_RATE_27,CONTROL_27,Year_27
NC,,,199838,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,8993.0,,1.0,2009.0,NC,10868.0,,1.0,2010.0,NC,10613.0,,1.0,2011.0,NC,11121.0,,1.0,2012.0,NC,12680.0,,1.0,2013.0,NC,10665.0,,1.0,2014.0,NC,11053.0,,1.0,2015.0,NC,9979.0,,1.0,2016.0,NC,10548.0,,1.0,2017.0,NC,10811.0,,1.0,2018.0,NC,10265.0,,1.0,2019.0,NC,10976.0,,1.0,2020.0,NC,12817.0,,1.0,2021.0,NC,10441.0,,1.0,2022.0
NC,,,199856,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,14763.0,,1.0,2009.0,NC,15094.0,,1.0,2010.0,NC,12657.0,,1.0,2011.0,NC,11449.0,,1.0,2012.0,NC,13068.0,,1.0,2013.0,NC,13639.0,,1.0,2014.0,NC,13516.0,,1.0,2015.0,NC,13153.0,,1.0,2016.0,NC,15314.0,,1.0,2017.0,NC,12024.0,,1.0,2018.0,NC,11783.0,,1.0,2019.0,NC,11193.0,,1.0,2020.0,NC,11178.0,,1.0,2021.0,NC,10941.0,,1.0,2022.0
NC,,,199892,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,5996.0,,1.0,2009.0,NC,6748.0,,1.0,2010.0,NC,6640.0,,1.0,2011.0,NC,6980.0,,1.0,2012.0,NC,7060.0,,1.0,2013.0,NC,7406.0,,1.0,2014.0,NC,7156.0,,1.0,2015.0,NC,7834.0,,1.0,2016.0,NC,7284.0,,1.0,2017.0,NC,7834.0,,1.0,2018.0,NC,7834.0,,1.0,2019.0,NC,10751.0,,1.0,2020.0,NC,11241.0,,1.0,2021.0,NC,11688.0,,1.0,2022.0
NC,,,199908,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,9461.0,,1.0,2009.0,NC,10006.0,,1.0,2010.0,NC,10416.0,,1.0,2011.0,NC,12966.0,,1.0,2012.0,NC,12507.0,,1.0,2013.0,NC,12414.0,,1.0,2014.0,NC,12062.0,,1.0,2015.0,NC,10110.0,,1.0,2016.0,NC,10821.0,,1.0,2017.0,NC,9802.0,,1.0,2018.0,NC,12421.0,,1.0,2019.0,NC,14058.0,,1.0,2020.0,NC,14302.0,,1.0,2021.0,NC,16311.0,,1.0,2022.0
NC,,,199926,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,6839.0,,1.0,2009.0,NC,8711.0,,1.0,2010.0,NC,8018.0,,1.0,2011.0,NC,8450.0,,1.0,2012.0,NC,10201.0,,1.0,2013.0,NC,9984.0,,1.0,2014.0,NC,9868.0,,1.0,2015.0,NC,9799.0,,1.0,2016.0,NC,9634.0,,1.0,2017.0,NC,10954.0,,1.0,2018.0,NC,10796.0,,1.0,2019.0,NC,10578.0,,1.0,2020.0,NC,10616.0,,1.0,2021.0,NC,10716.0,,1.0,2022.0
NC,,,199953,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,9604.0,,1.0,2009.0,NC,11410.0,,1.0,2010.0,NC,11462.0,,1.0,2011.0,NC,12315.0,,1.0,2012.0,NC,12868.0,,1.0,2013.0,NC,13028.0,,1.0,2014.0,NC,15547.0,,1.0,2015.0,NC,16759.0,,1.0,2016.0,NC,17003.0,,1.0,2017.0,NC,18272.0,,1.0,2018.0,NC,18602.0,,1.0,2019.0,NC,17363.0,,1.0,2020.0,NC,13075.0,,1.0,2021.0,NC,12528.0,,1.0,2022.0
NC,,,199999,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.668,1.0,2001.0,NC,,0.7581,1.0,2002.0,NC,,0.7578,1.0,2003.0,NC,,0.7678,1.0,2004.0,NC,,0.7878,1.0,2005.0,NC,,0.7913,1.0,2006.0,NC,,0.6498,1.0,2007.0,NC,,0.6786,1.0,2008.0,NC,14098.0,0.5392,1.0,2009.0,NC,14478.0,0.567,1.0,2010.0,NC,14984.0,0.6204,1.0,2011.0,NC,15801.0,0.5646,1.0,2012.0,NC,15990.0,0.5565,1.0,2013.0,NC,16559.0,0.6016,1.0,2014.0,NC,17369.0,0.5853,1.0,2015.0,NC,18738.0,0.6326,1.0,2016.0,NC,19119.0,0.6657,1.0,2017.0,NC,19686.0,0.6531,1.0,2018.0,NC,19900.0,0.6759,1.0,2019.0,NC,20382.0,0.7252,1.0,2020.0,NC,20618.0,0.8147,1.0,2021.0,NC,22372.0,0.7339,1.0,2022.0
NC,,,200004,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.8687,1.0,2001.0,NC,,0.7296,1.0,2002.0,NC,,0.7178,1.0,2003.0,NC,,0.7364,1.0,2004.0,NC,,0.7621,1.0,2005.0,NC,,0.7464,1.0,2006.0,NC,,0.7671,1.0,2007.0,NC,,0.679,1.0,2008.0,NC,13977.0,0.5106,1.0,2009.0,NC,14468.0,0.4415,1.0,2010.0,NC,16056.0,0.3881,1.0,2011.0,NC,16684.0,0.3866,1.0,2012.0,NC,17805.0,0.3766,1.0,2013.0,NC,18549.0,0.4311,1.0,2014.0,NC,18923.0,0.4027,1.0,2015.0,NC,19921.0,0.4069,1.0,2016.0,NC,20819.0,0.3884,1.0,2017.0,NC,21341.0,0.3966,1.0,2018.0,NC,18289.0,0.6871,1.0,2019.0,NC,18462.0,0.4848,1.0,2020.0,NC,18634.0,0.7942,1.0,2021.0,NC,18731.0,0.8484,1.0,2022.0
ND,,,200022,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,10087.0,,1.0,2009.0,ND,10654.0,,1.0,2010.0,ND,11392.0,,1.0,2011.0,ND,11286.0,,1.0,2012.0,ND,11009.0,,1.0,2013.0,ND,11574.0,,1.0,2014.0,ND,12392.0,,1.0,2015.0,ND,12605.0,,1.0,2016.0,ND,13144.0,,1.0,2017.0,ND,13439.0,,1.0,2018.0,ND,12876.0,,1.0,2019.0,ND,13476.0,,1.0,2020.0,ND,14261.0,,1.0,2021.0,ND,15737.0,,1.0,2022.0
ND,,,200059,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,0.985,1.0,2004.0,ND,,0.9856,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,13562.0,,1.0,2009.0,ND,12877.0,0.9654,1.0,2010.0,ND,13052.0,0.6641,1.0,2011.0,ND,13608.0,0.6654,1.0,2012.0,ND,13314.0,0.4868,1.0,2013.0,ND,13730.0,0.6103,1.0,2014.0,ND,14650.0,0.9308,1.0,2015.0,ND,14720.0,0.9171,1.0,2016.0,ND,15790.0,0.9897,1.0,2017.0,ND,15506.0,1.0,1.0,2018.0,ND,15673.0,0.9973,1.0,2019.0,ND,17708.0,0.9862,1.0,2020.0,ND,19807.0,0.9935,1.0,2021.0,ND,20098.0,0.7202,1.0,2022.0
ND,,,200086,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,5240.0,,1.0,2009.0,ND,10340.0,,1.0,2010.0,ND,13096.0,,1.0,2011.0,ND,12345.0,,1.0,2012.0,ND,13310.0,,1.0,2013.0,ND,12910.0,,1.0,2014.0,ND,12910.0,,1.0,2015.0,ND,10986.0,,1.0,2016.0,ND,15478.0,,1.0,2017.0,ND,16601.0,,1.0,2018.0,ND,18207.0,,1.0,2019.0,ND,15379.0,,1.0,2020.0,ND,12133.0,,1.0,2021.0,ND,11717.0,,1.0,2022.0
ND,,,200192,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,10828.0,,1.0,2009.0,ND,11160.0,,1.0,2010.0,ND,11637.0,,1.0,2011.0,ND,11958.0,,1.0,2012.0,ND,12414.0,,1.0,2013.0,ND,12737.0,,1.0,2014.0,ND,13538.0,,1.0,2015.0,ND,13743.0,,1.0,2016.0,ND,13703.0,,1.0,2017.0,ND,14093.0,,1.0,2018.0,ND,14575.0,,1.0,2019.0,ND,15396.0,,1.0,2020.0,ND,15601.0,,1.0,2021.0,ND,16359.0,,1.0,2022.0
ND,,,200208,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,11753.0,,1.0,2009.0,ND,10878.0,,1.0,2010.0,ND,10776.0,,1.0,2011.0,ND,10110.0,,1.0,2012.0,ND,10829.0,,1.0,2013.0,ND,10703.0,,1.0,2014.0,ND,11736.0,,1.0,2015.0,ND,12446.0,,1.0,2016.0,ND,10208.0,,1.0,2017.0,ND,11898.0,,1.0,2018.0,ND,11529.0,,1.0,2019.0,ND,11652.0,,1.0,2020.0,ND,11710.0,,1.0,2021.0,ND,13539.0,,1.0,2022.0
ND,,,200226,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,13051.0,,1.0,2009.0,ND,13613.0,,1.0,2010.0,ND,14715.0,,1.0,2011.0,ND,14503.0,,1.0,2012.0,ND,15452.0,,1.0,2013.0,ND,15843.0,,1.0,2014.0,ND,16724.0,,1.0,2015.0,ND,16133.0,0.5521,1.0,2016.0,ND,16433.0,0.481,1.0,2017.0,ND,16209.0,0.8608,1.0,2018.0,ND,17735.0,0.7013,1.0,2019.0,ND,18727.0,0.5303,1.0,2020.0,ND,18995.0,0.6099,1.0,2021.0,ND,19966.0,0.7123,1.0,2022.0
ND,,,200253,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,0.9673,1.0,2001.0,ND,,0.7837,1.0,2002.0,ND,,0.8486,1.0,2003.0,ND,,0.7906,1.0,2004.0,ND,,0.8543,1.0,2005.0,ND,,0.9386,1.0,2006.0,ND,,0.8,1.0,2007.0,ND,,0.7154,1.0,2008.0,ND,14713.0,0.8218,1.0,2009.0,ND,15432.0,0.7384,1.0,2010.0,ND,16151.0,0.5778,1.0,2011.0,ND,16527.0,0.5364,1.0,2012.0,ND,14549.0,0.5662,1.0,2013.0,ND,14689.0,0.5768,1.0,2014.0,ND,15139.0,0.5679,1.0,2015.0,ND,15072.0,0.5981,1.0,2016.0,ND,15483.0,0.6897,1.0,2017.0,ND,15576.0,0.501,1.0,2018.0,ND,16377.0,0.6667,1.0,2019.0,ND,16896.0,0.7733,1.0,2020.0,ND,17425.0,0.8838,1.0,2021.0,ND,17273.0,0.9317,1.0,2022.0
ND,,,200280,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,0.6759,1.0,2001.0,ND,,0.6759,1.0,2002.0,ND,,0.7614,1.0,2003.0,ND,,0.692,1.0,2004.0,ND,,0.687,1.0,2005.0,ND,,0.7369,1.0,2006.0,ND,,0.7369,1.0,2007.0,ND,,0.7002,1.0,2008.0,ND,15850.0,0.7537,1.0,2009.0,ND,16235.0,0.7305,1.0,2010.0,ND,16468.0,0.7,1.0,2011.0,ND,20283.0,0.7081,1.0,2012.0,ND,20536.0,0.737,1.0,2013.0,ND,20306.0,0.86,1.0,2014.0,ND,20657.0,0.8189,1.0,2015.0,ND,19290.0,0.8369,1.0,2016.0,ND,19670.0,0.8348,1.0,2017.0,ND,20611.0,0.8221,1.0,2018.0,ND,21350.0,0.8112,1.0,2019.0,ND,23119.0,0.8675,1.0,2020.0,ND,23529.0,0.8903,1.0,2021.0,ND,23680.0,0.8328,1.0,2022.0
ND,,,200305,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,13363.0,,1.0,2009.0,ND,13600.0,,1.0,2010.0,ND,13076.0,,1.0,2011.0,ND,12763.0,,1.0,2012.0,ND,13048.0,,1.0,2013.0,ND,13511.0,,1.0,2014.0,ND,14749.0,,1.0,2015.0,ND,14395.0,,1.0,2016.0,ND,14675.0,,1.0,2017.0,ND,14572.0,,1.0,2018.0,ND,14699.0,,1.0,2019.0,ND,15205.0,,1.0,2020.0,ND,15906.0,,1.0,2021.0,ND,16137.0,,1.0,2022.0
ND,,,200314,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,12681.0,,1.0,2009.0,ND,11753.0,,1.0,2010.0,ND,12155.0,,1.0,2011.0,ND,12149.0,,1.0,2012.0,ND,12174.0,,1.0,2013.0,ND,13190.0,,1.0,2014.0,ND,13919.0,,1.0,2015.0,ND,14098.0,,1.0,2016.0,ND,14661.0,,1.0,2017.0,ND,14432.0,,1.0,2018.0,ND,14226.0,,1.0,2019.0,ND,15179.0,,1.0,2020.0,ND,15645.0,,1.0,2021.0,ND,16278.0,,1.0,2022.0
ND,,,200332,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,0.6624,1.0,2001.0,ND,,0.6015,1.0,2002.0,ND,,0.9716,1.0,2003.0,ND,,0.9653,1.0,2004.0,ND,,0.883,1.0,2005.0,ND,,0.8904,1.0,2006.0,ND,,0.8487,1.0,2007.0,ND,,0.7999,1.0,2008.0,ND,15791.0,0.7922,1.0,2009.0,ND,16323.0,0.7692,1.0,2010.0,ND,17821.0,0.8601,1.0,2011.0,ND,18552.0,0.8355,1.0,2012.0,ND,18277.0,0.841,1.0,2013.0,ND,18766.0,0.8274,1.0,2014.0,ND,19198.0,0.9364,1.0,2015.0,ND,19602.0,0.928,1.0,2016.0,ND,19874.0,0.9159,1.0,2017.0,ND,20733.0,0.9253,1.0,2018.0,ND,21497.0,0.9356,1.0,2019.0,ND,22201.0,0.941,1.0,2020.0,ND,22482.0,0.9546,1.0,2021.0,ND,22936.0,0.9568,1.0,2022.0
ND,,,200341,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,10423.0,,1.0,2009.0,ND,11816.0,,1.0,2010.0,ND,11946.0,,1.0,2011.0,ND,13436.0,,1.0,2012.0,ND,14562.0,,1.0,2013.0,ND,15243.0,,1.0,2014.0,ND,16041.0,,1.0,2015.0,ND,17724.0,,1.0,2016.0,ND,17147.0,,1.0,2017.0,ND,16616.0,,1.0,2018.0,ND,17179.0,,1.0,2019.0,ND,16919.0,,1.0,2020.0,ND,17103.0,,1.0,2021.0,ND,17643.0,,1.0,2022.0
ND,,,200466,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,,1.0,2001.0,ND,,,1.0,2002.0,ND,,,1.0,2003.0,ND,,,1.0,2004.0,ND,,,1.0,2005.0,ND,,,1.0,2006.0,ND,,,1.0,2007.0,ND,,,1.0,2008.0,ND,7998.0,,1.0,2009.0,ND,8479.0,,1.0,2010.0,ND,9330.0,,1.0,2011.0,ND,8657.0,,1.0,2012.0,ND,9241.0,,1.0,2013.0,ND,12686.0,,1.0,2014.0,ND,12613.0,,1.0,2015.0,ND,11975.0,,1.0,2016.0,ND,11975.0,,1.0,2017.0,ND,12497.0,,1.0,2018.0,ND,12278.0,,1.0,2019.0,ND,11262.0,,1.0,2020.0,ND,9326.0,,1.0,2021.0,ND,9382.0,,1.0,2022.0
ND,,,200572,1.0,1996.0,ND,,,1.0,1997.0,ND,,,1.0,1998.0,ND,,,1.0,1999.0,ND,,,1.0,2000.0,ND,,0.9527,1.0,2001.0,ND,,0.9306,1.0,2002.0,ND,,0.9091,1.0,2003.0,ND,,0.9164,1.0,2004.0,ND,,0.9375,1.0,2005.0,ND,,0.8836,1.0,2006.0,ND,,0.9151,1.0,2007.0,ND,,0.8947,1.0,2008.0,ND,15255.0,0.8833,1.0,2009.0,ND,15777.0,0.861,1.0,2010.0,ND,15299.0,0.8663,1.0,2011.0,ND,15791.0,0.812,1.0,2012.0,ND,16086.0,0.829,1.0,2013.0,ND,16643.0,0.9027,1.0,2014.0,ND,16940.0,0.8635,1.0,2015.0,ND,17348.0,0.9812,1.0,2016.0,ND,17762.0,0.763,1.0,2017.0,ND,17987.0,0.737,1.0,2018.0,ND,18269.0,0.7621,1.0,2019.0,ND,18712.0,0.806,1.0,2020.0,ND,19078.0,0.8145,1.0,2021.0,ND,19362.0,0.8345,1.0,2022.0
OH,,,200800,1.0,1996.0,OH,,,1.0,1997.0,OH,,,1.0,1998.0,OH,,,1.0,1999.0,OH,,,1.0,2000.0,OH,,,1.0,2001.0,OH,,,1.0,2002.0,OH,,,1.0,2003.0,OH,,,1.0,2004.0,OH,,,1.0,2005.0,OH,,,1.0,2006.0,OH,,,1.0,2007.0,OH,,,1.0,2008.0,OH,19745.0,,1.0,2009.0,OH,19219.0,,1.0,2010.0,OH,20175.0,,1.0,2011.0,OH,20940.0,0.9675,1.0,2012.0,OH,21338.0,0.9649,1.0,2013.0,OH,21772.0,0.9571,1.0,2014.0,OH,22378.0,0.966,1.0,2015.0,OH,23039.0,0.9592,1.0,2016.0,OH,24128.0,0.9255,1.0,2017.0,OH,23417.0,0.6893,1.0,2018.0,OH,24520.0,0.7304,1.0,2019.0,OH,24604.0,0.7304,1.0,2020.0,OH,24958.0,0.8492,1.0,2021.0,OH,23479.0,0.8287,1.0,2022.0
OH,,,200846,1.0,1996.0,OH,,,1.0,1997.0,OH,,,1.0,1998.0,OH,,,1.0,1999.0,OH,,,1.0,2000.0,OH,,,1.0,2001.0,OH,,,1.0,2002.0,OH,,,1.0,2003.0,OH,,,1.0,2004.0,OH,,,1.0,2005.0,OH,,,1.0,2006.0,OH,,,1.0,2007.0,OH,,,1.0,2008.0,OH,15461.0,,1.0,2009.0,OH,14863.0,,1.0,2010.0,OH,15010.0,,1.0,2011.0,OH,14822.0,,1.0,2012.0,OH,13993.0,,1.0,2013.0,OH,13964.0,,1.0,2014.0,OH,13220.0,,1.0,2015.0,OH,14195.0,,1.0,2016.0,OH,15082.0,,1.0,2017.0,OH,12965.0,,1.0,2018.0,OH,13153.0,,1.0,2019.0,OH,14260.0,0.8923,1.0,2020.0,OH,13837.0,0.8607,1.0,2021.0,OH,14648.0,0.8292,1.0,2022.0
OH,,,201034,1.0,1996.0,OH,,,1.0,1997.0,OH,,,1.0,1998.0,OH,,,1.0,1999.0,OH,,,1.0,2000.0,OH,,,1.0,2001.0,OH,,,1.0,2002.0,OH,,,1.0,2003.0,OH,,,1.0,2004.0,OH,,,1.0,2005.0,OH,,,1.0,2006.0,OH,,,1.0,2007.0,OH,,,1.0,2008.0,OH,,,1.0,2009.0,OH,,,1.0,2010.0,OH,,,1.0,2011.0,OH,,,1.0,2012.0,OH,,,1.0,2013.0,OH,,,1.0,2014.0,OH,,,1.0,2015.0,OH,,,1.0,2016.0,OH,,,1.0,2017.0,OH,,,1.0,2018.0,OH,,,1.0,2019.0,OH,,,1.0,2020.0,OH,,,1.0,2021.0,OH,,,1.0,2022.0
OH,,,201131,1.0,1996.0,OH,,,1.0,1997.0,OH,,,1.0,1998.0,OH,,,1.0,1999.0,OH,,,1.0,2000.0,OH,,,1.0,2001.0,OH,,,1.0,2002.0,OH,,,1.0,2003.0,OH,,,1.0,2004.0,OH,,,1.0,2005.0,OH,,,1.0,2006.0,OH,,,1.0,2007.0,OH,,,1.0,2008.0,OH,,,1.0,2009.0,OH,,,1.0,2010.0,OH,,,1.0,2011.0,OH,,,1.0,2012.0,OH,,,1.0,2013.0,OH,,,1.0,2014.0,OH,,,1.0,2015.0,OH,,,1.0,2016.0,OH,,,1.0,2017.0,OH,,,1.0,2018.0,OH,,,1.0,2019.0,OH,,,1.0,2020.0,OH,,,1.0,2021.0,OH,,,1.0,2022.0
OH,,,201159,1.0,1996.0,OH,,,1.0,1997.0,OH,,,1.0,1998.0,OH,,,1.0,1999.0,OH,,,1.0,2000.0,OH,,,1.0,2001.0,OH,,,1.0,2002.0,OH,,,1.0,2003.0,OH,,,1.0,2004.0,OH,,,1.0,2005.0,OH,,,1.0,2006.0,OH,,,1.0,2007.0,OH,,,1.0,2008.0,OH,,,1.0,2009.0,OH,,,1.0,2010.0,OH,,,1.0,2011.0,OH,,,1.0,2012.0,OH,,,1.0,2013.0,OH,,,1.0,2014.0,OH,,,1.0,2015.0,OH,,,1.0,2016.0,OH,,,1.0,2017.0,OH,,,1.0,2018.0,OH,,,1.0,2019.0,OH,,,1.0,2020.0,OH,,,1.0,2021.0,OH,,,1.0,2022.0
OH,,,201283,1.0,1996.0,OH,,,1.0,1997.0,OH,,,1.0,1998.0,OH,,,1.0,1999.0,OH,,,1.0,2000.0,OH,,,1.0,2001.0,OH,,,1.0,2002.0,OH,,,1.0,2003.0,OH,,,1.0,2004.0,OH,,,1.0,2005.0,OH,,,1.0,2006.0,OH,,,1.0,2007.0,OH,,,1.0,2008.0,OH,13866.0,,1.0,2009.0,OH,15173.0,,1.0,2010.0,OH,12437.0,,1.0,2011.0,OH,12611.0,,1.0,2012.0,OH,8948.0,,1.0,2013.0,OH,8488.0,,1.0,2014.0,OH,8637.0,,1.0,2015.0,OH,9018.0,,1.0,2016.0,OH,9262.0,,1.0,2017.0,OH,9025.0,,1.0,2018.0,OH,9757.0,,1.0,2019.0,OH,10242.0,,1.0,2020.0,OH,10145.0,,1.0,2021.0,OH,9908.0,,1.0,2022.0
